Period,Number,BigSmall,Color
20260527100010088,9,Big,Green
20260527100010087,3,Small,Green
20260527100010086,9,Big,Green
20260527100010085,1,Small,Green
20260527100010084,3,Small,Green
20260527100010083,7,Big,Green
20260527100010082,5,Big,Green Violet
20260527100010081,9,Big,Green
20260527100010080,0,Small,Red Violet
20260527100010079,2,Small,Red
20260527100010078,1,Small,Green
20260527100010077,7,Big,Green
20260527100010076,0,Small,Red Violet
20260527100010075,5,Big,Green Violet
20260527100010074,3,Small,Green
20260527100010073,7,Big,Green
20260527100010072,3,Small,Green
20260527100010071,4,Small,Red
20260527100010070,7,Big,Green
20260527100010069,2,Small,Red
20260527100010068,9,Big,Green
20260527100010067,8,Big,Red
20260527100010066,0,Small,Red Violet
20260527100010065,6,Big,Red
20260527100010064,5,Big,Green Violet
20260527100010063,3,Small,Green
20260527100010062,4,Small,Red
20260527100010061,5,Big,Green Violet
20260527100010060,0,Small,Red Violet
20260527100010059,5,Big,Green Violet
20260527100010058,9,Big,Green
20260527100010057,4,Small,Red
20260527100010056,3,Small,Green
20260527100010055,6,Big,Red
20260527100010054,4,Small,Red
20260527100010053,2,Small,Red
20260527100010052,4,Small,Red
20260527100010051,4,Small,Red
20260527100010050,5,Big,Green Violet
20260527100010049,3,Small,Green
20260527100010048,2,Small,Red
20260527100010047,0,Small,Red Violet
20260527100010046,1,Small,Green
20260527100010045,9,Big,Green
20260527100010044,2,Small,Red
20260527100010043,8,Big,Red
20260527100010042,9,Big,Green
20260527100010041,9,Big,Green
20260527100010040,2,Small,Red
20260527100010039,3,Small,Green
20260527100010038,5,Big,Green Violet
20260527100010037,4,Small,Red
20260527100010036,7,Big,Green
20260527100010035,8,Big,Red
20260527100010034,8,Big,Red
20260527100010033,9,Big,Green
20260527100010032,7,Big,Green
20260527100010031,5,Big,Green Violet
20260527100010030,1,Small,Green
20260527100010029,9,Big,Green
20260527100010028,5,Big,Green Violet
20260527100010027,9,Big,Green
20260527100010026,5,Big,Green Violet
20260527100010025,2,Small,Red
20260527100010024,2,Small,Red
20260527100010023,8,Big,Red
20260527100010022,6,Big,Red
20260527100010021,8,Big,Red
20260527100010020,5,Big,Green Violet
20260527100010019,1,Small,Green
20260527100010018,9,Big,Green
20260527100010017,8,Big,Red
20260527100010016,6,Big,Red
20260527100010015,8,Big,Red
20260527100010014,0,Small,Red Violet
20260527100010013,6,Big,Red
20260527100010012,7,Big,Green
20260527100010011,1,Small,Green
20260527100010010,0,Small,Red Violet
20260527100010009,5,Big,Green Violet
20260527100010008,8,Big,Red
20260527100010007,3,Small,Green
20260527100010006,0,Small,Red Violet
20260527100010005,9,Big,Green
20260527100010004,0,Small,Red Violet
20260527100010003,6,Big,Red
20260527100010002,8,Big,Red
20260527100010001,1,Small,Green
20260527100010000,2,Small,Red
20260527100009999,0,Small,Red Violet
20260527100009998,6,Big,Red
20260527100009997,2,Small,Red
20260527100009996,8,Big,Red
20260527100009995,1,Small,Green
20260527100009994,0,Small,Red Violet
20260527100009993,2,Small,Red
20260527100009992,3,Small,Green
20260527100009991,1,Small,Green
20260527100009990,6,Big,Red
20260527100009989,8,Big,Red
20260527100009988,4,Small,Red
20260527100009987,0,Small,Red Violet
20260527100009986,2,Small,Red
20260527100009985,7,Big,Green
20260527100009984,2,Small,Red
20260527100009983,1,Small,Green
20260527100009982,9,Big,Green
20260527100009981,7,Big,Green
20260527100009980,2,Small,Red
20260527100009979,2,Small,Red
20260527100009978,3,Small,Green
20260527100009977,2,Small,Red
20260527100009976,0,Small,Red Violet
20260527100009975,3,Small,Green
20260527100009974,8,Big,Red
20260527100009973,8,Big,Red
20260527100009972,8,Big,Red
20260527100009971,7,Big,Green
20260527100009970,2,Small,Red
20260527100009969,5,Big,Green Violet
20260527100009968,3,Small,Green
20260527100009967,0,Small,Red Violet
20260527100009966,3,Small,Green
20260527100009965,7,Big,Green
20260527100009964,6,Big,Red
20260527100009963,5,Big,Green Violet
20260527100009962,9,Big,Green
20260527100009961,6,Big,Red
20260527100009960,0,Small,Red Violet
20260527100009959,6,Big,Red
20260527100009958,5,Big,Green Violet
20260527100009957,1,Small,Green
20260527100009956,7,Big,Green
20260527100009955,6,Big,Red
20260527100009954,5,Big,Green Violet
20260527100009953,3,Small,Green
20260527100009952,9,Big,Green
20260527100009951,7,Big,Green
20260527100009950,7,Big,Green
20260527100009949,7,Big,Green
20260527100009948,3,Small,Green
20260527100009947,4,Small,Red
20260527100009946,7,Big,Green
20260527100009945,6,Big,Red
20260527100009944,6,Big,Red
20260527100009943,2,Small,Red
20260527100009942,1,Small,Green
20260527100009941,2,Small,Red
20260527100009940,4,Small,Red
20260527100009939,9,Big,Green
20260527100009938,5,Big,Green Violet
20260527100009937,1,Small,Green
20260527100009936,2,Small,Red
20260527100009935,2,Small,Red
20260527100009934,9,Big,Green
20260527100009933,5,Big,Green Violet
20260527100009932,3,Small,Green
20260527100009931,6,Big,Red
20260527100009930,6,Big,Red
20260527100009929,1,Small,Green
20260527100009928,0,Small,Red Violet
20260527100009927,5,Big,Green Violet
20260527100009926,8,Big,Red
20260527100009925,1,Small,Green
20260527100009924,0,Small,Red Violet
20260527100009923,7,Big,Green
20260527100009922,3,Small,Green
20260527100009921,0,Small,Red Violet
20260527100009920,4,Small,Red
20260527100009919,7,Big,Green
20260527100009918,6,Big,Red
20260527100009917,6,Big,Red
20260527100009916,4,Small,Red
20260527100009915,1,Small,Green
20260527100009914,6,Big,Red
20260527100009913,4,Small,Red
20260527100009912,9,Big,Green
20260527100009911,6,Big,Red
20260527100009910,0,Small,Red Violet
20260527100009909,7,Big,Green
20260527100009908,8,Big,Red
20260527100009907,6,Big,Red
20260527100009906,8,Big,Red
20260527100009905,3,Small,Green
20260527100009904,5,Big,Green Violet
20260527100009903,8,Big,Red
20260527100009902,3,Small,Green
20260527100009901,0,Small,Red Violet
20260527100009900,0,Small,Red Violet
20260527100009899,9,Big,Green
20260527100009898,4,Small,Red
20260527100009897,2,Small,Red
20260527100009896,7,Big,Green
20260527100009895,4,Small,Red
20260527100009894,3,Small,Green
20260527100009893,0,Small,Red Violet
20260527100009892,9,Big,Green
20260527100009891,3,Small,Green
20260527100009890,5,Big,Green Violet
20260527100009889,3,Small,Green
20260527100009888,4,Small,Red
20260527100009887,8,Big,Red
20260527100009886,7,Big,Green
20260527100009885,9,Big,Green
20260527100009884,9,Big,Green
20260527100009883,9,Big,Green
20260527100009882,7,Big,Green
20260527100009881,3,Small,Green
20260527100009880,4,Small,Red
20260527100009879,9,Big,Green
20260527100009878,2,Small,Red
20260527100009877,8,Big,Red
20260527100009876,2,Small,Red
20260527100009875,6,Big,Red
20260527100009874,6,Big,Red
20260527100009873,2,Small,Red
20260527100009872,3,Small,Green
20260527100009871,3,Small,Green
20260527100009870,6,Big,Red
20260527100009869,3,Small,Green
20260527100009868,5,Big,Green Violet
20260527100009867,2,Small,Red
20260527100009866,6,Big,Red
20260527100009865,2,Small,Red
20260527100009864,0,Small,Red Violet
20260527100009863,8,Big,Red
20260527100009862,5,Big,Green Violet
20260527100009861,8,Big,Red
20260527100009860,2,Small,Red
20260527100009859,4,Small,Red
20260527100009858,4,Small,Red
20260527100009857,8,Big,Red
20260527100009856,8,Big,Red
20260527100009855,7,Big,Green
20260527100009854,6,Big,Red
20260527100009853,8,Big,Red
20260527100009852,2,Small,Red
20260527100009851,0,Small,Red Violet
20260527100009850,3,Small,Green
20260527100009849,4,Small,Red
20260527100009848,3,Small,Green
20260527100009847,9,Big,Green
20260527100009846,3,Small,Green
20260527100009845,2,Small,Red
20260527100009844,9,Big,Green
20260527100009843,7,Big,Green
20260527100009842,2,Small,Red
20260527100009841,1,Small,Green
20260527100009840,4,Small,Red
20260527100009839,0,Small,Red Violet
20260527100009838,2,Small,Red
20260527100009837,0,Small,Red Violet
20260527100009836,2,Small,Red
20260527100009835,5,Big,Green Violet
20260527100009834,0,Small,Red Violet
20260527100009833,1,Small,Green
20260527100009832,0,Small,Red Violet
20260527100009831,3,Small,Green
20260527100009830,2,Small,Red
20260527100009829,0,Small,Red Violet
20260527100009828,5,Big,Green Violet
20260527100009827,2,Small,Red
20260527100009826,5,Big,Green Violet
20260527100009825,9,Big,Green
20260527100009824,1,Small,Green
20260527100009823,6,Big,Red
20260527100009822,9,Big,Green
20260527100009821,2,Small,Red
20260527100009820,0,Small,Red Violet
20260527100009819,0,Small,Red Violet
20260527100009818,4,Small,Red
20260527100009817,8,Big,Red
20260527100009816,6,Big,Red
20260527100009815,6,Big,Red
20260527100009814,4,Small,Red
20260527100009813,1,Small,Green
20260527100009812,5,Big,Green Violet
20260527100009811,6,Big,Red
20260527100009810,2,Small,Red
20260527100009809,8,Big,Red
20260527100009808,6,Big,Red
20260527100009807,6,Big,Red
20260527100009806,2,Small,Red
20260527100009805,4,Small,Red
20260527100009804,8,Big,Red
20260527100009803,6,Big,Red
20260527100009802,6,Big,Red
20260527100009801,7,Big,Green
20260527100009800,2,Small,Red
20260527100009799,7,Big,Green
20260527100009798,3,Small,Green
20260527100009797,6,Big,Red
20260527100009796,1,Small,Green
20260527100009795,7,Big,Green
20260527100009794,3,Small,Green
20260527100009793,3,Small,Green
20260527100009792,4,Small,Red
20260527100009791,9,Big,Green
20260527100009790,0,Small,Red Violet
20260527100009789,2,Small,Red
20260527100009788,7,Big,Green
20260527100009787,5,Big,Green Violet
20260527100009786,1,Small,Green
20260527100009785,0,Small,Red Violet
20260527100009784,4,Small,Red
20260527100009783,5,Big,Green Violet
20260527100009782,1,Small,Green
20260527100009781,2,Small,Red
20260527100009780,5,Big,Green Violet
20260527100009779,8,Big,Red
20260527100009778,1,Small,Green
20260527100009777,1,Small,Green
20260527100009776,7,Big,Green
20260527100009775,7,Big,Green
20260527100009774,8,Big,Red
20260527100009773,2,Small,Red
20260527100009772,0,Small,Red Violet
20260527100009771,4,Small,Red
20260527100009770,1,Small,Green
20260527100009769,0,Small,Red Violet
20260527100009768,2,Small,Red
20260527100009767,5,Big,Green Violet
20260527100009766,3,Small,Green
20260527100009765,7,Big,Green
20260527100009764,3,Small,Green
20260527100009763,1,Small,Green
20260527100009762,3,Small,Green
20260527100009761,8,Big,Red
20260527100009760,5,Big,Green Violet
20260527100009759,4,Small,Red
20260527100009758,2,Small,Red
20260527100009757,1,Small,Green
20260527100009756,2,Small,Red
20260527100009755,3,Small,Green
20260527100009754,2,Small,Red
20260527100009753,4,Small,Red
20260527100009752,8,Big,Red
20260527100009751,2,Small,Red
20260527100009750,5,Big,Green Violet
20260527100009749,9,Big,Green
20260527100009748,2,Small,Red
20260527100009747,3,Small,Green
20260527100009746,7,Big,Green
20260527100009745,2,Small,Red
20260527100009744,7,Big,Green
20260527100009743,7,Big,Green
20260527100009742,4,Small,Red
20260527100009741,1,Small,Green
20260527100009740,4,Small,Red
20260527100009739,0,Small,Red Violet
20260527100009738,5,Big,Green Violet
20260527100009737,8,Big,Red
20260527100009736,6,Big,Red
20260527100009735,2,Small,Red
20260527100009734,1,Small,Green
20260527100009733,2,Small,Red
20260527100009732,6,Big,Red
20260527100009731,2,Small,Red
20260527100009730,4,Small,Red
20260527100009729,0,Small,Red Violet
20260527100009728,7,Big,Green
20260527100009727,8,Big,Red
20260527100009726,6,Big,Red
20260527100009725,1,Small,Green
20260527100009724,4,Small,Red
20260527100009723,8,Big,Red
20260527100009722,3,Small,Green
20260527100009721,0,Small,Red Violet
20260527100009720,0,Small,Red Violet
20260527100009719,3,Small,Green
20260527100009718,5,Big,Green Violet
20260527100009717,8,Big,Red
20260527100009716,3,Small,Green
20260527100009715,0,Small,Red Violet
20260527100009714,5,Big,Green Violet
20260527100009713,5,Big,Green Violet
20260527100009712,1,Small,Green
20260527100009711,2,Small,Red
20260527100009710,8,Big,Red
20260527100009709,2,Small,Red
20260527100009708,8,Big,Red
20260527100009707,5,Big,Green Violet
20260527100009706,8,Big,Red
20260527100009705,5,Big,Green Violet
20260527100009704,9,Big,Green
20260527100009703,7,Big,Green
20260527100009702,5,Big,Green Violet
20260527100009701,2,Small,Red
20260527100009700,9,Big,Green
20260527100009699,7,Big,Green
20260527100009698,5,Big,Green Violet
20260527100009697,0,Small,Red Violet
20260527100009696,0,Small,Red Violet
20260527100009695,2,Small,Red
20260527100009694,9,Big,Green
20260527100009693,2,Small,Red
20260527100009692,2,Small,Red
20260527100009691,7,Big,Green
20260527100009690,7,Big,Green
20260527100009689,5,Big,Green Violet
20260527100009688,4,Small,Red
20260527100009687,6,Big,Red
20260527100009686,6,Big,Red
20260527100009685,8,Big,Red
20260527100009684,6,Big,Red
20260527100009683,5,Big,Green Violet
20260527100009682,3,Small,Green
20260527100009681,9,Big,Green
20260527100009680,7,Big,Green
20260527100009679,4,Small,Red
20260527100009678,7,Big,Green
20260527100009677,8,Big,Red
20260527100009676,3,Small,Green
20260527100009675,5,Big,Green Violet
20260527100009674,2,Small,Red
20260527100009673,8,Big,Red
20260527100009672,8,Big,Red
20260527100009671,2,Small,Red
20260527100009670,5,Big,Green Violet
20260527100009669,7,Big,Green
20260527100009668,9,Big,Green
20260527100009667,9,Big,Green
20260527100009666,3,Small,Green
20260527100009665,8,Big,Red
20260527100009664,7,Big,Green
20260527100009663,3,Small,Green
20260527100009662,0,Small,Red Violet
20260527100009661,3,Small,Green
20260527100009660,8,Big,Red
20260527100009659,4,Small,Red
20260527100009658,8,Big,Red
20260527100009657,4,Small,Red
20260527100009656,0,Small,Red Violet
20260527100009655,1,Small,Green
20260527100009654,6,Big,Red
20260527100009653,0,Small,Red Violet
20260527100009652,8,Big,Red
20260527100009651,3,Small,Green
20260527100009650,4,Small,Red
20260527100009649,8,Big,Red
20260527100009648,5,Big,Green Violet
20260527100009647,0,Small,Red Violet
20260527100009646,5,Big,Green Violet
20260527100009645,9,Big,Green
20260527100009644,7,Big,Green
20260527100009643,5,Big,Green Violet
20260527100009642,1,Small,Green
20260527100009641,6,Big,Red
20260527100009640,6,Big,Red
20260527100009639,3,Small,Green
20260527100009638,0,Small,Red Violet
20260527100009637,0,Small,Red Violet
20260527100009636,1,Small,Green
20260527100009635,4,Small,Red
20260527100009634,6,Big,Red
20260527100009633,0,Small,Red Violet
20260527100009632,8,Big,Red
20260527100009631,1,Small,Green
20260527100009630,9,Big,Green
20260527100009629,2,Small,Red
20260527100009628,5,Big,Green Violet
20260527100009627,0,Small,Red Violet
20260527100009626,6,Big,Red
20260527100009625,3,Small,Green
20260527100009624,1,Small,Green
20260527100009623,9,Big,Green
20260527100009622,6,Big,Red
20260527100009621,4,Small,Red
20260527100009620,0,Small,Red Violet
20260527100009619,0,Small,Red Violet
20260527100009618,4,Small,Red
20260527100009617,9,Big,Green
20260527100009616,1,Small,Green
20260527100009615,4,Small,Red
20260527100009614,2,Small,Red
20260527100009613,1,Small,Green
20260527100009612,8,Big,Red
20260527100009611,1,Small,Green
20260527100009610,4,Small,Red
20260527100009609,6,Big,Red
20260527100009608,5,Big,Green Violet
20260527100009607,4,Small,Red
20260527100009606,6,Big,Red
20260527100009605,7,Big,Green
20260527100009604,6,Big,Red
20260527100009603,8,Big,Red
20260527100009602,8,Big,Red
20260527100009601,7,Big,Green
20260527100009600,3,Small,Green
20260527100009599,5,Big,Green Violet
20260527100009598,1,Small,Green
20260527100009597,0,Small,Red Violet
20260527100009596,7,Big,Green
20260527100009595,9,Big,Green
20260527100009594,3,Small,Green
20260527100009593,0,Small,Red Violet
20260527100009592,0,Small,Red Violet
20260527100009591,9,Big,Green
20260527100009590,9,Big,Green
20260527100009589,2,Small,Red
20260527100009588,7,Big,Green
20260527100009587,0,Small,Red Violet
20260527100009586,3,Small,Green
20260527100009585,6,Big,Red
20260527100009584,4,Small,Red
20260527100009583,3,Small,Green
20260527100009582,9,Big,Green
20260527100009581,1,Small,Green
20260527100009580,3,Small,Green
20260527100009579,7,Big,Green
20260527100009578,5,Big,Green Violet
20260527100009577,8,Big,Red
20260527100009576,6,Big,Red
20260527100009575,7,Big,Green
20260527100009574,1,Small,Green
20260527100009573,1,Small,Green
20260527100009572,9,Big,Green
20260527100009571,9,Big,Green
20260527100009570,7,Big,Green
20260527100009569,2,Small,Red
20260527100009568,6,Big,Red
20260527100009567,9,Big,Green
20260527100009566,2,Small,Red
20260527100009565,2,Small,Red
20260527100009564,2,Small,Red
20260527100009563,8,Big,Red
20260527100009562,4,Small,Red
20260527100009561,6,Big,Red
20260527100009560,5,Big,Green Violet
20260527100009559,8,Big,Red
20260527100009558,4,Small,Red
20260527100009557,7,Big,Green
20260527100009556,3,Small,Green
20260527100009555,3,Small,Green
20260527100009554,6,Big,Red
20260527100009553,3,Small,Green
